Restaurant Name,Author,Review
Olio e Basilico Ristorante,Yufang Lin,The food is great. The owner and staffs there are nice. Even you go there alone you can still enjoy and feel comfortable there.Ps. The homemade liquid is excellent.
Olio e Basilico Ristorante,Sam Hall,Was closed when we came
Lale' Restaurant,Koos Mulder,Love the Curry foods
Lale' Restaurant,Koos Mulder,Lovely Thai and Indian food.
Lale' Restaurant,Ashish Rastogi,Great Indian food
Lale' Restaurant,PRANSHUL BUDHRAJA,Owner must have to be strict here as I had gone 2 times here food is so good but yu dnt get roti/Indian chapati and the place remain empty mostly and I reach there at 8-30 and he had take order by requesting second guest came at 8-50 but he refuse that it's close might be if owner was there then that Indian couple like us dnt sleep empty stomach
Lale' Restaurant,Holly May,We are vegetarian and really enjoyed the Indian food we had. The cook caters to how spicy you would like your meal. We shared an Indian curry between 2 of us as the portion was big and it came with rice. We also had some flatbread with sauce as a starter and this was nice enough. Was a bit quiet but recommend a visit if you fancy Indian food!
Lale' Restaurant,manelyn bacsal,Good indian and thai food. And the service was fast.
Lale' Restaurant,Philip WB,"Quiet little restaurant with very tasty food. Not immediately apparent from the road, as it set back a little, although it has a huge sign. The roast chicken with the salad and rice was a little dry, despite the sauce, but nevertheless tasty. The beef curry was excellent. The sauce delicious. Definitely recommended.If this review helps, then please like."
Lale' Restaurant,Doc Dan,"Taste is more of a fusion of Mediterranean and Asian dishes. Must try dishes are: Pad Thai, Lassi, and Naan bread w/ tomato chutney."
Lale' Restaurant,jalal uddin,Curry was nice but the bread tasted off
Lale' Restaurant,June Castillote,"If you love Indian or Thai food, then you'll love the food that this restaurant serves. Your visit will not be complete until you've tasted their different curry dishes."
Lale' Restaurant,Cardi Benicia,The taste of the food is average and the place is not quite busy I was alone and later a couple came in around 8pm. Expensive compare to other places in town and waiting for your food : 45 minutes. So never again this place.
Lale' Restaurant,Amina Stryhn,"Not bad, not amazing"
Lale' Restaurant,Ajarn Jom,Very yummy Indian and Thai food. Vegan options. Medium price range.
Lale' Restaurant,Ceazar Espiritu,My first time though but the food were good specially the Thai noodle.
Lale' Restaurant,honey Jeica,"This is the best restaurant for me.It has a special place in my heart, because eating here makes me happy. I always come back to have padthai, laksa, samosa, and flat bread ( among my favorites)I also like the place because it's not crowded."
Lale' Restaurant,Tobias K.,"pasta was good but pizza very bad, some strange sauce on it"
Lale' Restaurant,Kyra Ann Dianon,"Lale's is our go to restaurant. One of the best restaurants in Puerto Princesa Palawan. Their Chicken Tikka Masala (in spicy, not in photo since we were so hungry ) and strawberry lassi are the best in town! Definitely worth a visit. :)"
Lale' Restaurant,jonas ralf roque,Cozy and quiet
Lale' Restaurant,Jeah Bucao,Healthy and Delicious Food
Lale' Restaurant,Supriya S Chandra,"Tucked away is this jewel serving authentic Indian cuisine for throw away prices, the only Indian restaurant in the whole of Palawan. If youre here try their dal and chicken curry. 10/10 will comeback and recommend."
Max & Bunny,Daniel Hall,"Very delicious food with top quality ingredients. The nachos are actually delicious, the first noteworthy nachos Ive found in the Philippines. The beef Salpicao, its very delicious! It seemed like a small portion for the 1300p menu price but if you can afford it and want a treat, its very good. Staff is nice, very nice restaurant with other specialty ingredients and wines for sale."
Max & Bunny,Philip,Food: 5 Service: 5 Atmosphere: 5
Max & Bunny,george,"Service: Dine in Meal type: Dinner Price per person: ?8001,000 Food: 1 Service: 1 Atmosphere: 4"
Max & Bunny,Yuri Motamedi,Food: 4 Service: 4 Atmosphere: 4
Max & Bunny,Kevin Rengel,"Service: Dine in Meal type: Dinner Price per person: ?1,0001,200 Food: 5 Service: 5 Atmosphere: 5"
Max & Bunny,Catrina Pelaez,Food: 5 Service: 5 Atmosphere: 5
Max & Bunny,Angelica Pearl Reyes,Food: 4 Service: 4 Atmosphere: 5
Max & Bunny,Sylvain Herschkorn,"Lovely place, the food is excellent Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5"
Max & Bunny,rubyann cariasa,"All I can say is the place is so lovely, quiet, relaxing and super beautiful not just the resto/coffee shop itself also the environment! Kinda positive vibes atmosphere! Super love it. The food is so good! Staff and the owner is so Friendly. Vegetarian options: Fried vegetables is so good Kid-friendliness: Theres a bunny yes ofcrs kinda give positive vibes tho Parking: Theres a wide parking lot tho also the place is really amazing! The food too! You will love the place believe it or not! Dietary restrictions: The food taste healthy tho! And yummy! Also the place its so lovely Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Max Signature Pizza"
Max & Bunny,Mike Clark,"Lovely restaurant, great food. Really nice decor Parking: Large space for parking Meal type: Dinner Price per person: ?600800"
Max & Bunny,Paul Sampedro,"I so love the place. Staff are so courteous, very accommodating. Service: Take out Meal type: Dinner Price per person: ?600800 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Chicken Quesadillas, Pepperoni Pizza"
Max & Bunny,Valdas,Some main courses should be in apetizers menu
Max & Bunny,Davide Cavadini Pilot,Good restaurant / bar very characteristic with local specialties but also offers international food and pizzas located in the city center there are some nice bunnies that keep customers company the staff is friendly I recommend it
Max & Bunny,Marionne Rhico Sustiguer,"Service: Delivery Meal type: Dinner Price per person: ?2,000+ Food: 3 Service: 3 Atmosphere: 4 Recommended dishes: Tikka Masala, Cucumber Lemon Juice, Max Signature Pizza"
Max & Bunny,Ondrej Pollák,Meal type: Dinner Price per person: ?600800
Max & Bunny,Edgar Segundo Rosero,Love this place. Getting coffee and trying to catch shy bunnies at the same time. I love working here altho pricey food compared to the rest of the restaurants in the island Food: 5 Service: 5 Atmosphere: 5
Max & Bunny,Jak Wayte,"Great food! Very peace surroundings at a good price, all round great experience Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Chicken Quesadillas, Pepperoni Pizza"
Max & Bunny,babelyn dimabayao-besorio,"Kid-friendliness: Play area for kids available Service: Dine in Meal type: Lunch Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Tikka Masala, Pepperoni Pizza"
Max & Bunny,jill wayte,"The food was delicious Lovely staff Great place Service: Dine in Meal type: Dinner Recommended dishes: Chicken Quesadillas, Max Signature Pizza"
GUNI GUNI BISTRO,Cédric G,Best burger in town Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 4 Parking space: Plenty of parking Parking options Free parking lot
GUNI GUNI BISTRO,Amanda Anastasia,Pizza buy 1 get 1 is bessssssttttt Service: Dine in Meal type: Lunch Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Lord Jasper Navato,Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Brett Rogers,Probably the best option for tourists in town. A bit expensive. Food: 3 Service: 4 Atmosphere: 3
GUNI GUNI BISTRO,Javier Peña Pérez,Awesome place to have a bite and drinks in PPC! They also accept credit card! Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Neil Porter,"Did not have the starter I wanted and bought starter and main course together. I was only customer , food was good and hot , free parking outside and I took my dog Parking: It's where u park your car outside the restaurant Service: Dine in Meal type: Lunch Price per person: ?600800 Food: 4 Service: 4 Atmosphere: 4 Parking space: Plenty of parking Parking options Free street parking"
GUNI GUNI BISTRO,Jannis Adler,Vegetarian options: A few choices for veggie people Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 4
GUNI GUNI BISTRO,Anne Huang,delicious pizza Service: Dine in Meal type: Lunch Price per person: ?200400 Food: 4 Service: 4 Atmosphere: 4
GUNI GUNI BISTRO,samuel simon mojado,"Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Pizza Burger Sides, Spicy Chicken Burger, Burger Meals, Pizza Peperoni Parking space Plenty of parking Parking options Free street parking"
GUNI GUNI BISTRO,Jade Dandanon,Thanks to the server EJ Service: Dine in Meal type: Dinner Price per person: ?600800 Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Ainazik Kulamkadyrova,"Perfect place to stay and eat!! Service: Dine in Meal type: Dinner Price per person: ?600800 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Breakfast, Mozzarella Sticks"
GUNI GUNI BISTRO,Mikhaila Laforteza,Amazing! Service: Dine in Meal type: Dinner Price per person: ?200400 Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Kathleen kk,Food: 5 Service: 5 Atmosphere: 5
GUNI GUNI BISTRO,Arnel Bondoc,Service: Dine in Meal type: Lunch Price per person: ?400600 Food: 4 Service: 5 Atmosphere: 4
GUNI GUNI BISTRO,Mark Dior Madamba,"Food are delicious, service is superb. Meal type: Dinner"
GUNI GUNI BISTRO,Robert,Great food nice people highly recommend
GUNI GUNI BISTRO,Salman Agha,"Guni guni has such an amazing selection of food and their truffle cream pasta is to die for. Paired with a mango and ginger juice of course, as fresh as it gets Sandro was a kind and friendly host"
GUNI GUNI BISTRO,Ingrid C,I ordered the prosciutto and arugula pizza with extra toppings. The pizza was mid. The sauce was mixed with the cheese and the toppings were scant despite the add on. Service: Dine in Meal type: Lunch Price per person: ?400600
GUNI GUNI BISTRO,Rogen,The food and place are all great. I was just disappointed I wasn't informed ahead of time that my favorite dish wasn't available. Meal type: Dinner Price per person: ?400600 Food: 5 Service: 3 Atmosphere: 5
Daluyon Beach and Mountain Resort,Alex K,"I recently had the pleasure of staying at Daluyon Beach and Mountain Resort, and I can't say enough positive things about my experience. First and foremost, cleanliness is a top priority at Daluyon. The entire property is well maintained, which added to the overall comfort of my stay. The beach views at Daluyon are nothing short of spectacular. Waking up to the gentle sound of the waves and being able to enjoy a breathtaking view of the beach and clear waters of the sea had a very therapeutic effect. What truly sets Daluyon apart, however, is the excellent service provided by their dedicated staff. Administrator Joyce is a true gem, always ready to assist with a warm and welcoming smile. Restaurant manager Rico and his team deserve a special mention as well. The dining experience at Daluyon was great, with delicious food served in a beautiful setting. Lastly, I had the pleasure of going on guided tours with Jimmy, one of the resort's tour guides. He was knowledgeable about the local area and was very accommodating and attentive. In summary, my stay at Daluyon Beach and Mountain Resort was nothing short of amazing. The combination of cleanliness, breathtaking beach views, and the exceptional service provided by the staff make this resort a must-visit destination. Rooms: 5 Service: 5 Location: 5 Hotel highlights: Great view, Romantic, Quiet"
Daluyon Beach and Mountain Resort,vernon francis velayo,Nearby activities: Underground River and Sabang Zipline Walkability: It is a perfect location for going to the Underground River(new 7 wonders of the world) and the Sabang Zipline. Noteworthy details: Staff are nice and friendly. I had a great time staying there for 4 days. Rooms: 5 Service: 5 Location: 5 Hotel highlights: Great view
Daluyon Beach and Mountain Resort,Blessed 4 success,"Beautiful Beach ? resort with breathtaking views and wonderful people and staff food was great always and staff was always attentive...there are water activities such as underground caves with historical value and knowledge and great experience along with majestic island to go island hopping...overall Daluyon is a Breath of fresh air beyond words with relaxation just as well to back In touch with nature and self awareness of your life's goals Rooms: 5 Service: 5 Location: 5 Hotel highlights: Great view, Romantic, Quiet, Kid-friendly, Great value"
Daluyon Beach and Mountain Resort,haidie bautista,Rooms: 3 Service: 5 Location: 4 Hotel highlights: Great view
Daluyon Beach and Mountain Resort,Mhac Macol,Its really good here @ the beach... please come here and choose here Rooms: 5 Service: 5 Location: 5
Daluyon Beach and Mountain Resort,Chad Biggs,"Fantastic. Just wish we had more time to spend there. Rooms: 5 Service: 5 Location: 5 Hotel highlights: Great view, Romantic, Quiet"
Daluyon Beach and Mountain Resort,Chema larrañaga,Beautiful location and villas. Very good restaurant. A must if you are in Sabang and want to go early to the subterranean river! Rooms: 5 Service: 4 Location: 5
Daluyon Beach and Mountain Resort,Mattia De Nardi,"me and my partner popped up there just as a costumers of the restaurant and not the village because in the city there were no restaurants open till late. The place was beautiful and the waiter/waitress were present, even a bit too much. the food was delicious but im leaving 2 star because when we were choosing our food the waiter told us that the portion were for 2 people but the fish of the day, which i picked. my partner took the half chicken roasted (which was meant to be enough for two people alone according to what they said). but when the food arrived i received two tiny slices of tuna (was the most expensive item on the menu) without anything as a side. mesnwhile the chicken was just enough for my partner (who usually doesnt eat that much). Therefore i ordered some rice, but it arrived as soon as i finished my tuna. we paid almost 2000 pesos for being left hungrier than when we entered."
Daluyon Beach and Mountain Resort,Zac Cropper,"Perfectly positioned to visit the Underground River. The rooms were quite nice, all of which have a gorgeous view of the beach as they are all built in a line right on the coast. The restaurant was fantastic, the cocktails were all delicious and well thought out. If you're looking for a resort that can take care of whatever you need, this one will not disappoint Rooms: 4 Service: 5 Location: 5 Hotel highlights: Luxury, Great view, Quiet"
Daluyon Beach and Mountain Resort,Karen Bahrin,"The staff are very friendly, helpful and responsive. We are very happy with their service, from their beach facilities crew, f&b, reception, bellman...everyone we met was fantastic. They helped us with unexpected transport issues due to flight delays, our lost luggage, last minute birthday dinner, room service and requests. They were great in keeping us updated on our lost luggage issue too. They were also very responsive to our emails prior to our arrival. They were also willing to accommodate our dietary requirements as we do not eat pork. The food in the Pawikan restaurant was also tasty with a good selection for everyone. The grilled chicken with bagoong fried rice/java rice and crispy bangus were our favorites! The Pinakbet was good too. Their brewed coffee at breakfast was pretty good. You can order a from a selection of Filipino and Western items for breakfast while there is a spread of breads, jams, cereal, etc. They also serve fruit to your table at breakfast. I believe they only have a full buffet breakfast spread when there is higher occupancy. We were still happy with the breakfast selection even though it was not a full buffet spread during our stay. Really convenient location for the Underwater Cave tour and Zipline which are within walking distance. Far from the city (1 hour 30 mins by van) but we enjoyed the serene and quiet surroundings with the mountains behind us and the beach in front. The sea was clear, clean and lovely to swim in. The beach is also very clean. There are small neighborhood shops and little restaurants if you feel like venturing out for snacks/meals or personal items like slippers, toiletries, etc. We enjoyed walking along the beach even at night to get after dinner snacks. Coast guard and police stations are just nearby. We enjoyed their non-motorised activities (kayaks, standup paddle boards) very much and pretty much had the whole beach to ourselves. Some things in the room needed to be fixed but nothing major. Water pressure could be better. Rooms are very clean. Bed is comfortably soft, as we prefer it. Pillows are great! AC is nice and cold. We had the grand suite and loved having our own private pool. It can comfortably sleep 6 pax. The balconies are great to enjoy the scenery and natural sounds. Thank you for our enjoyable stay, Daluyon team! Noteworthy details: Their staff are excellent! Rooms: 4 Service: 5 Location: 5 Hotel highlights: Great view, Quiet, Kid-friendly"
Daluyon Beach and Mountain Resort,Lucie De boer,"Amazing room, the staff are just so lovely and everything went smoothly! Rooms: 5 Service: 5 Location: 5"
Daluyon Beach and Mountain Resort,Ador Cagape,We came here only to eat our dinner. Good food. Hotel highlights: Great value
Daluyon Beach and Mountain Resort,John Skibo,"We honeymooned here back in 2014 too. The area took some storm damage but Sabang is still an awesome place. Daluyon is a great place to stay. Staff is awesome, the restaurant changed the menu a bit and no longer has the fried ice cream but still good food. Rooms: Awesome rooms in Hut style buildings and all with a great sea view. Nearby activities: Underground River and the Mangrove forest are nearby and worth a visit."
Daluyon Beach and Mountain Resort,Jacob Irwin,The views are picturesque. Service is great. Clean and comfortable. Will recommend to friends and family. Priced fairly. Rooms: 5 Service: 5 Location: 5
Daluyon Beach and Mountain Resort,Jordan B.,"Amazing food, the beach is beautiful, the staff are all great and provide impeccable service. I can't think of a way to improve this place other than maybe adding bug screens to room windows Rooms: 5 Service: 5 Location: 5 Hotel highlights: Luxury, Great view, Romantic, Quiet, Kid-friendly, Great value"
Daluyon Beach and Mountain Resort,Willem 67,Now more or less all Covid rules gone Daluyon have as well good food again. During Covid was one time disappointed but today improved drastic with good service and good food. Basic Filipino food but probably improve in future Nearby activities: Have several things in walking distance. Safety: Secured area with security Food & drinks: The menu looks good only more Filipino style food but good quality
Daluyon Beach and Mountain Resort,Patricia Wernli,What a wonderful time we had! A huge compliment to the whole team who made us feel home! As we say - there is no better place than home . Thank you to Mr. Bruce and his whole team - each one of you are great. Till next time Rooms: 5 Service: 5 Location: 5
Daluyon Beach and Mountain Resort,Zia Maurice Canut,"I love this place looking forward on coming back again but the price is a bit pricey but it's worth it.Rooms: 5/5  |  Service: 5/5  |  Location: 5/5Hotel highlights Great view, Quiet More"
Daluyon Beach and Mountain Resort,G Garcia,Great getaway near the city of Puerto Princessa
Nevas Place,Claire Perez,"the place was very peaceful. The pizza was great. Kid-friendliness: kid friendly Service: Dine in Meal type: Other Price per person: ?600800 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: NevaS Pizza Special, Chicken Cordon Bleu, Tropical Ham Pizza Hawaii"
Nevas Place,Johnny TheWhite,"Fabulous ! It's a gems, not far away from the bay walk, there is Neva's place. They are offering Italians & filipino foods. The pizza is one of the best i tasted in the town. It's perfectly cooked, i suggest having the mozzarella cheese for the best experience. My girlfriend's chosen fried chicken and she said it was crispy and delicious too. Try it, you won't regret it! Service: Dine in Meal type: Dinner Price per person: ?400600 Food: 5 Service: 5 Atmosphere: 5"
Nevas Place,Xia little Xia,"Pizza is really good specially when served hot! Staff are accommodating! We are welcomed and accompanied by a cute cat! He sat beside me and just stayed there! Too polite and not noisy. I love the chicken! Sorry no available photo for it! Hope there will be a specific smoking area for smokers.. Service: Dine in Meal type: Dinner Price per person: ?400600 Recommended dishes: NevaS Pizza Special, Crispy Chicken"
Nevas Place,Tiffany Hermans,"Had a pasta that was really delicious, but there are a LOT of mosquitoes here! So make sure you bring some mosquito repellent. I didnt and my legs are covered in them (at least 26.. in a really short amount of time). Couldnt really enjoy the food cause I was too busy with trying to keep the mosquitoes away"
Nevas Place,Eric John Nene Cruz,Service: Dine in Meal type: Dinner Price per person: ?200400
Nevas Place,Antoine Bellanger,"What they advertise and what they send are completely 2 different things! I ordered 1 beefy beef and 1 beef mushroom pizzas. I received 2 beef mushrooms, and on one of them, there was extra pineapple, which I did not order. Called the place, and the explanation I received is: the recipe of beefy beef pizza is the same as beef mushroom + additional pineapples... (and the guy over the phone explained the pineapple are the yellow triangles on the pizza... yeah... I learnt that a few years ago already...) Food: 1 Service: 1"
Nevas Place,Meli C,We visited Nevas place a couple days ago. Delicious food and the layout of the restaurant is beautiful. Tables all around a nice garden. The prices have increased since the last google photo on here (which is understandable since the photos are a few years old now) but the portions are a good size. I got the regular size pizza and it was like a large size. My boyfriend got the pork Milanese and he thoroughly enjoyed it and recommends it. The pizzas are stone oven baked and you can watch them make them from the seating area. I took photos of the updated menu for you all :) Service: Dine in Meal type: Lunch Recommended dishes: Pork Milanese
Nevas Place,Wye Kit Teng,"So good that I came back for seconds! Beautiful little place in a corner street of Puerto Princesa City. Pizzas made fresh from a woodfired oven and classic Western dishes you'd find in Asia (chicken cordon bleu was great, pork milanese too). All at an affordable price point. Highly recommend! Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Chicken Ala King, Pork Milanese"
Nevas Place,Howard,Delicious pizza and pasta. The all you can eat is great value. Set it a lovely tropical garden with a very nice open tropical design covered area for eating. Highly recommend.
Nevas Place,janine,Food: 5 Service: 5 Atmosphere: 4
Nevas Place,Michael Maga-ao,"My all-time favorite local cuisine in Puerto Princesa since I moved here nearly two decades ago. The chicken Milanese and ala-king are my favorite, but they have pasta, pizza, and other local dishes that are so worth trying. The bucolic (as I perceive it) ambiance provides a warm and intimate feeling with whoever you're with. Service: Dine in Meal type: Dinner"
Nevas Place,Julian,Was very tasty! Super crispy chicken and the baked bananas were also very tasty. The garden is beautifully landscaped and the staff super friendly and accommodating.
Nevas Place,Romil Navarro,A big a** pizza
Nevas Place,Rubin Phan,"Was acceptable, came quite later in the eve, had a few tables going. Local pork dish with rice was really good. Pasta dish was strange so we ordered pizza and left the pasta. Pizza was okay, more cheese wouldve been better. Service was a little slow but friendly people. Didnt have bottled water. Prices are decent. Would come back for pizza and ask for more cheese."
Nevas Place,Sheena Carmi,Food are superb and budget friendly
Nevas Place,Enemyr Fresnillo,good food good place
Nevas Place,Sean Bofill,best homegrown pizza and pasta place in town!
Nevas Place,Jean Alicante,Delicious foods and i really loved this place
Nevas Place,LAURIN Trix,Freshly made pizza
Nevas Place,Ann M,Oh love tge place the pizza is so huge..
KaJoels Inato Restaurant,Lilian K,"Really nice restaurant, but please change the location to the correct one. Since we went to the old location, but it is not even close to where the restaurant is now"
KaJoels Inato Restaurant,C Ho,Unfortunately this restaurant on Rizal Avenue has closed down.
KaJoels Inato Restaurant,Ronnie Batain,Good place and delicious food..
KaJoels Inato Restaurant,Nikki Bautista,Very nice local restaurant offering delicious Filipino classics. Everything tasted fresh and well-cooked and I really love the ambiance.
KaJoels Inato Restaurant,Robin Feind,Went there with four people for dinner. Location amd dinner was great. Lot of Philipines were eating there and the prices are really good. Only thing was that the English skills of our service guy were not that good but I think in a town like Puerto Princesa that is also nothing you can take for granted.
KaJoels Inato Restaurant,Vhenz Llacuna,"I love this place, one of best restaurant in palawan.dilicios foods..very recomended.????"
KaJoels Inato Restaurant,riven gabuco,Grilled chicken super love it..
KaJoels Inato Restaurant,El Dragon,Nice local restaurant at very reasonable prices. Nice fresh fruit juices too!
KaJoels Inato Restaurant,Cj Ondevilla,Good food. Friendly staff.
KaJoels Inato Restaurant,Lai Tran,I didn't think the food taste great. Although it looked good. It was not the best. I stop eating after like 10 min.
KaJoels Inato Restaurant,Julie Fong,Delicious local food with great ambience. ????????
KaJoels Inato Restaurant,Raymond Resoco,"Been here last May 2019. A couple of walk from the hotel where we have stayed. We have tried this restaurant for its crocodile sisig recipe which is very tasy and delicious as well. For me, the best time to eat here is during dinner because of its lighting which brings extra beauty to it. There is also a vocalist that brings good vibes to the restaurant. Excellent service as well."
KaJoels Inato Restaurant,Grace R. Madrid,"Great and fresh food, great service from our server Peter. Place is so nice and clean. So amazing!"
KaJoels Inato Restaurant,Kid Carter Wagang,"If you get the chance, visit this vibrant restaurant located just 10 minutes away from the airport.We felt that it was a bit pricey so we made sure to take countless photos instead to compensate. The food was okay, but the service was excellent."
KaJoels Inato Restaurant,Anne N,"Service is very good, food is very good and affordable, I love the decoration of the restaurant. They give you a complimentary chicken soup that was very yummy!"
KaJoels Inato Restaurant,Bhev Roxas,Good food plus good service.
KaJoels Inato Restaurant,Raymond De Asis,Great food! Large portions. They serve mainly Filipino food but they have sashimi. Their veggie dishes are very tasty. Also try the crocodile sisig.
KaJoels Inato Restaurant,1LT MAYOR 222nd AS CEIS,"Nice food, good place too.Filipino style."
KaJoels Inato Restaurant,Jon Posta,Great food at the best affordable price.
KaJoels Inato Restaurant,Ann Alagos,Cozy place. Courteous staff. Reasonably priced food.
"Kusinero's ""tacos and burgers""",Daniel Greiner,Very kind and friendly staff. Good burgers. Food: 4 Service: 5 Atmosphere: 4
"Kusinero's ""tacos and burgers""",ephraim joshua Rago,Great place
"Kusinero's ""tacos and burgers""",Cecellie Paalan,"I would've given 5 stars hadn't it been for the long waiting time before food arrived :( Nonetheless, their food is great."
"Kusinero's ""tacos and burgers""",Eddie Re,"Initially it took a while to bring out our ""all you can eat "" tacos..but after that it was right on time and tasted great..!"
"Kusinero's ""tacos and burgers""",Rowland Alarcon,"food is ok. price should be ok if the place has air condition. seems out of place since it is located in a strip of low end eatery, making its price high compared to other eateries in the area."
"Kusinero's ""tacos and burgers""",Enric Deop,"Good food, price and service"
"Kusinero's ""tacos and burgers""",Philippe Enriquez,Best tex mex food in palawan
"Kusinero's ""tacos and burgers""",romer rotoni,It's good food
"Kusinero's ""tacos and burgers""",She Baroquina,chili con carne hard shell tacos first before anything else.
"Kusinero's ""tacos and burgers""",Atle Tunheim,"Very small portion, 1 hour to wait for the food. But it was ok the taste. For my business schedule I will never go there again, I can't afford to wait for 1 hour and only 2 tables with guests"
"Kusinero's ""tacos and burgers""",jacob dahl,"The burger was really bad, taste like mug"
"Kusinero's ""tacos and burgers""",Eugen Negrea,Very high prices for what they offer. The burger was barely eatable.
"Kusinero's ""tacos and burgers""",Graeme Jenkinson,"So disappointing. ""Chilli Con Bruschettas"". 'Chilli' means spicy with a bit of a 'kick'. This had nothing. So bland. I asked 'where is the chilli?' Answer: 'Customers dont like it hot'.????????? It says 'chilli'. Dah."
"Kusinero's ""tacos and burgers""",Manny O,"Awesome. The tacos are massive and I didn't know it at first. I ended up getting three thinking they were as small as they come like in the US - boy was I wrong. They tasted great as well as the appetizers we ordered. The wings, sisig, and lumpia cheese sticks were really good! I recommend you come here if you're staying close by."
"Kusinero's ""tacos and burgers""",Damiano Maria De Simone,Expensive compared to other places. Portions are for kids. I asked for a burrito and I received 4 fishy-fingers-sized rolls. Completely disappointed.
"Kusinero's ""tacos and burgers""",Marian Faith Guinto,Delicious!!!!!! Good ambience. Great place to chill with friends and family
"Kusinero's ""tacos and burgers""",Julie Abil,Nice people nice food nice prices- what else? NESPRESSO?
"Kusinero's ""tacos and burgers""",Avon Lady,Its an entire bowl of meaty veggy cheesy taco in a very vwry cheap price!
Hen House American BBQ and Smoke Pit,Troy Hunt,"The ribs were very good. I would order them again. The pulled pork was definitely the best deal. It was nice and moist and they give you a mountain of it. The baked beans were deliciousorder them. The Mac and cheese, unfortunately, was the worst I have ever had. It was very watery. At first we thought it was a powder base due to the watery texture, but then I notice a shred of real cheese. Weird. Stay away from it though. Over all, a solid BBQ place."
Hen House American BBQ and Smoke Pit,Robert A. Pfingsten Sr.,Great food! Great service! Just need craft beer and brisket!
Hen House American BBQ and Smoke Pit,Philip Beers,Thebest tasting smoked ribs ANYWHERE and the burgers are mouth watering
Hen House American BBQ and Smoke Pit,Orlin ben ami,Yummy food! Great service!!
Hen House American BBQ and Smoke Pit,Jenny C. Meredith,Super delicious burger and pulled pork!!! Highly recommended!!.Price is so affordable.. What you see in the pictures are totally what you get !! I was not able to finish because the serving was so big and the beef patties is really big ????
Hen House American BBQ and Smoke Pit,Tim Paterson,The best pulled pork in Puerto Princesa city great staff and great atmosphere!
Hen House American BBQ and Smoke Pit,Philip Beers,The best place to dine in all Palawan. Great meals and Great service with big servings
Hen House American BBQ and Smoke Pit,Ellen Margaret Baldwinova,Pulled pork dry. Burger just strange
Hen House American BBQ and Smoke Pit,Alejandro Afanador,Fantastic ribs. Cozy little place near the airport. We ordered the ribs and they did not disappoint. Great flavour. Be aware that they are massive!Highly recommended
Hen House American BBQ and Smoke Pit,Edgar Penas,"The reviews I saw were all very positive , but I find the ribs and pulled pork a bit too sweet for me ... The sweet ice tea was truly sweet sweet sweet ..."
Hen House American BBQ and Smoke Pit,Brad Carey,"Amazing food and Service.We nearly walked straight past this gem of a restaurant. Luckily the amount of people that were eating there gave us a great indication the food must be good and it certainly was.The staff were so helpful and very well spoken, they asked us our names and addressed us this way during our meal which has been the best service we have had in our 2 months travelling so far.We were served by a gentleman whose name I unfortunately have forgotten, and a lady named Lyra (sorry if it's spelled incorrectly). Both were very prompt in ensuring we were taken care of.The food! Oh please get the ribs if you're going there as they practically fall off the bone and the sauce is rich and tasty. My girlfriend got the vegetable skewers which were massive. I would definitely return, and I suggest anyone in the area to at least have a look and see for yourselves how great it is"
Hen House American BBQ and Smoke Pit,Brian Burns,The atmosphere was simple but comfortable. What separates this restaurant from comparable eateries in the region is the warm friendly staff and owners who make you feel special and welcomed.
Hen House American BBQ and Smoke Pit,Candy Wilkinson,"Due to a change of ownership of the business, the service was a bit slow than usual. Food is good. Place was a bit warm."
Hen House American BBQ and Smoke Pit,Laurens Lambrichts,Just had a great dinner here! It starts with an friendly and nice service and the food is AMAZING! Best ribs a had in a loooong time! Really recommend!
Hen House American BBQ and Smoke Pit,Carolina Hokkanen,"Finally a good pulled pork sandwich in Puerto! Real tender, juice with good coleslaw with it. Satisfied my longing for some American food also nice and friendly service. Can highly recommend this place"
Hen House American BBQ and Smoke Pit,Gemma Irader-Ponce De Leon,In our all time favorite Hen House American BBQ & Smoke Pit ????
Hen House American BBQ and Smoke Pit,RJ CAMBRONERO,Great BBQ Pulled pork.. requested to remove fat for health reason.. very good French Fries and the BBQ Cinnamon honey coated pineapple... definitely will eat there again.... Didnt take photo of my meal.. not a millennial.. old school ..
