Hotel Name,Author,Country,Review
Frangipani El Nido,Alnahdi, Qatar,"Liked · The staff were very helpful and make sure our special requests were met.

Disliked · The internet connection could have been better, that was the only problem we faced."
Frangipani El Nido,Zama, United States of America,Liked · Best hotel stay ever! The staff is the nicest I ever came across. I definitely will be going back.
Frangipani El Nido,Rachel, Singapore,Liked · brilliant room and the staff were very friendly and helpful.
Frangipani El Nido,Yi, Hong Kong,"Liked · amazing location on the quiet part of the beach, not as commercial and noisy as at El Nido town, perfect spot for us as an escape from the city. amazing sunset spot as well, we spent 3 days at the hotel to watch sunset, just cant get enough of it

Disliked · the only thing I can whine about is the hot water at night, as it uses solar panel, the water just cant get hot enough when at night"
Frangipani El Nido,Cuviello, United States of America,"Liked · The staff were incredibly hospitable. The location is perfect with insane sunset views and the food was amazing. We would do it all over again!

Disliked · The pool could have been a little cleaner"
Frangipani El Nido,Haci, Sweden,"Liked · We stayed for three nights and loved it. The view is amazing, the crew is really nice and helpful. its close to activities and El Nido town, but you get the tranquility you want away from town. Really nothing to complain about, its definitely a must book and stay at least two nights.

Disliked · Honestly nothing to complain about. Everything was top and you do really feel you are at an exclusive place.
Just a few small things to improve:
- The dinner menu can be improved and extended, but the springrolls are insanely good, best Ive had. A must try."
Frangipani El Nido,Alexandra, United States of America,Liked · The grounds are beautiful!! The rooms were so clean and the perfect size. The views are amazing. The food/drink service was perfect and delicious. Would recommend to anyone looking for a luxury/boutique experience.
Frangipani El Nido,Andrew, Australia,"Liked · loved the boutique style off the hotel. views from the restaurant and the bar where amazing.
bedrooms and bathroom very comfortable.
staff very friendly & helpful.
would recommend to anyone"
Frangipani El Nido,Jameille, United Kingdom,Liked · Elegant minimalist architecture blend with natural palette!
Frangipani El Nido,Sadha, Maldives,"Liked · We had a great time and the hotel was beautiful and the views were breathtaking.
The breakfast was awesome as well. The buffet had a variety of everything that would be perfect for your taste to eat in the morning.
The location was right next to the beach, yet the rooms were noise free and calm. It was really relaxing both inside and outside of the hotel.
The hotel and the rooms were well decorated and very clean. A very well managed property i must say.
They also arranged our transfer to the next hotel and they staffs were amazing and friendly. Over all, it was an amazing experience."
Frangipani El Nido,Karlisle, Saudi Arabia,"Liked · I love how simple yet comfort is there  and beauty it holds !!! Theres magic the place creates without trying much . And plus the free transportation , amazing stuffs last the paddle board !!!"
Frangipani El Nido,Manuel, Philippines,"Liked · We were met at the airport by the ever smiling Miss Clydel, and from then on our el Nido experience became truly exceptional.
Thanks for the assist on the magical dinner celebrating our wedding anniversary.
I think my wife fell in love with me all over again."
Frangipani El Nido,Catherine, United States of America,"Liked · Frangipani is thoughtfully designed to be secluded and relaxing. Chin was super helpful with paperwork and guidance while on the island. Jenn, the accountant, was really nice and helpful. The food at the restaurant was a treat. Such good and fresh Filipino food. They also accommodated us with veggie kare kare. The wine selection was also delicious and well priced. We loved our stay and will be back!"
Frangipani El Nido,Veneranda, Philippines,Disliked · Enjoyed the food on the menu. Ate most of our meals in their restaurant. Good selection.
Frangipani El Nido,Jade, Malaysia,"Liked · The staff were so friendly and helpful at every step! The welcome drink and farewell sandwich was a particularly nice touch.
The transfers from and to the airport were smooth, and very much appreciated! We also enjoyed the short orientation from one of the members of staff who came to greet us at the airport.
The room was beautiful with such a great view from the balcony. The balcony also has some really comfortable seats to lounge on (if youre so inclined).
The food at the restaurant was good! Would definitely recommend getting some traditional Filipino food if you can.
The hotel is also in a great area with some really nice bars and restaurants around!

Disliked · We did have a few issues with the water in our shower and sink (at times the water wasnt coming out at all, and at times it was coming out but was spitting up muck). Maintenance did the best they could to resolve the problem, but I think it was more to do with the storms that had come through than anything they could do.
We didnt swim in the ocean while we were there (the storm had made it pretty uninviting), but we were also told its not entirely possible because of how shallow it is. The pool is perfectly fine if you want to take a dip. Just dont expect to be able to swim in the ocean during your stay. It does make for excellent stand up paddle boarding conditions though, apparently!"
Frangipani El Nido,James, United Kingdom,"
Liked · Staff were exemplary.
Room 202 which we had for most of the stay was perfect.Disliked ·
Disliked . Not the hotels problem but the beach was very dirty most days.
Room 103 had some issues with plumbing and the WiFi reception wasn't great, kept dropping out. Also no view out the window."
Frangipani El Nido,Derek, Hong Kong,"Liked · - tailored services and commutes/shuttles taken care of
- exclusive given there are only 7 rooms available
Disliked · - Breakfast can have more ample options to allow extra food amount or coffee, currently it is a defined set"
Frangipani El Nido,Maria, Germany,"Liked · - Boutique style Hotel
Disliked · - Very minor: Pool is very small. We did not use it"
Frangipani El Nido,Neza, Switzerland,"Liked · It is a very beautiful hotel with a great interior design and a beautiful view. It is close to the city with an amazing view of the islands and also the sunset. The staff was really nice, helpful, always there for us.

Disliked · I never understood why are there no sunbeds. The hotel has a small pool, but it is really small one and no sunbeds, so spending there the whole day would be a little challanging since you have no place to go  the beach is nearby, but nobody is actually (also other people, not just hotel guests) is staying on it."
Matinloc Resort,Jovy, Philippines,Liked · A paradise resort with excellent services. The staff is so friendly and approachable...The foods are awesome all are delicious??? We recommend this place to our newlywed couple for their honeymoon...
Matinloc Resort,Mikael, Norway,"Liked · Excellent staff. Excellent food. Special thanks to ""Jedd"" for making our stay extra special ?? Location is so amazing! We had some issues at check in, but they took care of it right away. We had fun in the pools, karaoke and kayak to the nearby beach for some private snorkeling. Some other reviews mention bad food, and we disagree strongly. We tried a lot of different food and everything was amazing. We usually asked for whatever the chef recommended that day.

Disliked · The resort is huge, but a big part of it seems abandoned."
Matinloc Resort,Desiree, United States of America,Liked · Beautiful resort. Great location and friendly staff. Rooms were very large.
Matinloc Resort,Jan, United Kingdom,"Liked · Beautiful place, incredible views. Perfect getaway!

Disliked · The restaurant was a bit of a letdown for a place of such quality."
Matinloc Resort,Lounacitas, Canada,"Liked · location

Disliked · one restaurant"
Matinloc Resort,Aleksandrs, Latvia,"Liked · Everything is Great!

Disliked · There is no WiFi available.. only on reception."
Matinloc Resort,, Philippines,"Liked · Under recent health protocol restrictions, heading to El Nido meant navigating fluctuating multiple tourism and local requirements. But it was all so worth it from the time we landed until the end of our stay. Our deep thanks to Jayson Guilalas for making magic happen with his team while wearing multiple hats . He picked us up from the airport, handled the boat ride process to Matinloc Island and upon arriving there, surprised us with fab news that we had been upgraded to a beach villa. We were Matinlocs first guests after 11 months of Covid-19 shutdown so the resort was keen to show its best service ...which they did generously and flexibly. Because we were only 2 guests for 5 days, we pre-selected our meals from an extensive menu beforehand to make sense for procurement under the special circumstances. We werent disappointed  we enjoyed our vegetarian and pescatarian selections. The resort had its own fresh fish stocked by the jetty. Big thanks to Jonathan (F&B) who took such good care of us, consistently pro-active with ideas ie. dine in areas to watch the moon rise and on our last night, taking almost 2 hours to fix and decorate a special gazebo for our dinner! The spa wasnt operational due to Covid-19 but we didnt even look for it. The beach villa had generous proportions, and the other rooms we saw also reflected both thoughtful design and good size. In general, I was surprised at how well-constructed the buildings are, and really pleased at the availability of WiFi throughout. (It helps to have a Globe telco tower in the island too.) Great beach front for easy snorkeling and a white sand lagoon accessible via 5 min kayak. So for city executives looking to recharge and/or to Work-from-Wherever (versus WFH), check out Matinloc .... and do those emails and Zoom calls in spacious rooms with a gorgeous views, or with sand between your toes."
Matinloc Resort,Nasser, Saudi Arabia,"Liked · Quite place and good location, helpful staff

Disliked · Shortage of some food during my stay"
Matinloc Resort,Mary, United States of America,"Liked · The staff was the star of this resort. They were very nice, helpful, accommodating, and efficient. They provided us with privacy but anticipated whatever we needed and had it ready, sometimes even before we asked. The exclusive beach access was also great. Our beach villa was so comfortable and huge.

Disliked · The menu options for food were limited. If you stay longer than two days, you will most likely be eating the same things. And they were on the pricey side but that's expected for a luxury resort."
Matinloc Resort,Hatton, United Kingdom,"Liked · We loved the spacious beach bungalow....we viewed the tree houses they were top class. We loved the monkeys and that Christine come and got us when they arrived. Staff first class a dream island with fabulous views.

Disliked · We liked everything however if we was to suggest a little improvement.
Firstly the food is well presented but we would like to see some fresh food on the menu. Maybe some fish or a bbq of the evening. Also sea was a little choppy one morning which bought in some plastic and rubbish. We would like to see the rubbish collected and recycled. Other than that an absolutely beautiful resort."
Matinloc Resort,Mike, United States of America,"Liked · All meals were terrific, the location is breathtaking. A good opportunity to escape from the routine and peace the mind with astonishing views.

Disliked · Our bedroom did not have hot water available. Not a big deal taking into account the warm weather."
Matinloc Resort,Nicola, Philippines,"Liked · A beautiful resort with exceptional staff. The Pina-Coladas were fantastic (having added our own shot of rum).

Disliked · Many items were not available on the menu and food choice was limited but we expect this on an Island resort."
Matinloc Resort,Philip, United States of America,"Liked · Staffs treated us as kings and queens!

Disliked · No alcohol served in the resort. You have to go to main land to buy one ."
Matinloc Resort,Sonia, United States of America,"Liked · The staff are Excellent and very helpful. Shoutout to Wil , Jason , Dave . Everyone is so Nice ??"
Matinloc Resort,Rosie, Philippines,"Liked · The location is perfect for a childfree holiday.We stayed in one of the Villas with both mountain and ocean view and it was amazing!The staffs were exceptionally nice and attentive.

Disliked · The buffet breakfast should be improved with more varieties to choose from."
Matinloc Resort,Kerney, United States of America,"Liked · The infinity pool was beautiful with an ocean view but the food wasn't great and there were not so many selections. We ordered chicken adobo and the rice was so over cooked that it almost tasted like porridge.

Disliked · We had a good time in Matinlok. It's worth it for the money. Our villa was huge but it's only good for 2 people. We have to pay 10,000 pesos more for two extra people just for one day of stay."
Matinloc Resort,Brie, Taiwan,"Liked · beautiful setting, friendly staff, private

Disliked · more activities and food options throughout the day would be nice."
Matinloc Resort,Leo, United Kingdom,"Liked · incredible experience

Disliked · private and beautiful"
Matinloc Resort,Philippe, Qatar,"Liked · First the kindness and support of the whole staff. Excellent.
Food: excellent
Spots and sights so great

Disliked · It is the second time we come to Matinloc. The first time in 2019.
This time music at the arrival disappeared. In 2019 It was kind with collier.
Wifi is a nighmare. Inefficient. Should be corrected
Table and seats in carrousel disappeared. It was Nice in 2019 for sunrise
Some recreative activities shall be added. Jet ski, sailboard, some sea activities allowed by El Nido regulations"
Matinloc Resort,Ian, United Kingdom,"Liked · Staff were great.

Disliked · Some updating needed. Gym etc."
Bacau Bay Resort Coron,Alrugheeb, Kuwait,Liked · Wonderful place and nice view and friendly staff
Bacau Bay Resort Coron,Elizabeth, United Arab Emirates,"Liked · The location was lovely, not far from the town.
The rooms were clean and the bed very comfortable.
The staff were friendly and helpful.

Disliked · The outside areas approaching the rooms could do with a a refresh.
The food was limited. Pizza and pasta was nice.
To be honest we struggled to find decent food in Coron."
Bacau Bay Resort Coron,Tye, United Kingdom,"Liked · Really great resort, excellent facilities, great location, easy to get into the town, helpful staff, easily bookable excursions, we decided on a private boat tour and that was fantastic."
Bacau Bay Resort Coron,Shagorika, United Kingdom,"Liked · Wonderful staff, so helpful especially when my partner felt unwell. Lovely food and gorgeous end of pier bar setting that had fantastic views of the sunset. Had a massage also which was great value for money and very relaxing. Wonderful stay."
Bacau Bay Resort Coron,Maria, United States of America,Liked · Excellent breakfast. Friendly and courteous staff. Hotel is clean and well maintained.
Bacau Bay Resort Coron,Viktor, Netherlands,"Liked · Everything amazing
Thought of everything we need

Disliked · In some rooms you can hear roosters screaming from early morning"
Bacau Bay Resort Coron,Neranjana, United States of America,"Liked · Facilities were clean and their food was very good.

Disliked · Staff was not as friendly and very slow to respond."
Bacau Bay Resort Coron,Virnaliz, United Kingdom,"Liked · We were welcomed by nice staff with welcome drinks. For free breakfast, theres variety of options (i recommend that you try PANDESAL-the best filipino bread). The room that we had was huge with very comfortable beds and loads of pillows, and the bathroom was also a good size and has great power of shower. The amenities are lovely, theres a bar near the sea/pier (bacaus own pier) where you can watch sunset. In the afternoon, they provide all the guests with cookies/simple delights with a card from the owner. Overall, it was a short but sweet and lovely stay. My partner and i had a wonderful time! I would definetely recommend Bacau Bay to my relatives and friends, one of the best resorts ive been! Thank you to all the staff!!"
Bacau Bay Resort Coron,Maria, Philippines,"Liked · There was a good variety and taste of food in the breakfast buffet.

Disliked · I wish the juices at the breakfast buffet were fresh, instead of canned."
Bacau Bay Resort Coron,Jill, United States of America,"Liked · Nice grounds with dock over water. Rooms were large with plenty of space and well decorated.

Disliked · The restaurant for dinner was a bit slow. Could have been the holiday season."
Bacau Bay Resort Coron,Mariano, United States of America,"Liked · The staffs were very helpful and always cheerful. Great resort and facilities!

Disliked · The restaurant service is very slow. But i guess generally in Coron, they really take their time in preparing the food."
Bacau Bay Resort Coron,Mariella, Philippines," Liked · we liked the design layout, the cleanliness of our room, and the fact that it had a private dock

Disliked · it didnt have a beach."
Bacau Bay Resort Coron,Thao, United Kingdom,"Liked · The staffs are above and beyond!!!
The places are spotlessly cleans. You can see the staffs everywhere working constantly to take care of the resort and guests. There are lots of facilities. The garden is very lovely. Room is spacious with comfy beds.

Disliked · breakfast was a bit disappointed"
Bacau Bay Resort Coron,John, Philippines," Liked · The food, the cleanliness of rooms, the friendly staff, and access to tours.

Disliked · Everything is good except the internet connection, in our room it keeps disconnecting every 15-30mins."
Bacau Bay Resort Coron,Helen, United Kingdom,"Liked · Excellent hotel - the staff were so friendly and happy to help, the rooms were comfortable and clean with nice touches left by house keeping each day, and the swimming pool area was wonderful. The buffet breakfast was also fantastic, excellent chefs. Thoroughly recommend.

Disliked · The wifi in the room was pretty slow/non-existent at times. Other than that, can't fault this place."
Bacau Bay Resort Coron,John, Philippines,Liked · great staff
Bacau Bay Resort Coron,Teoman, Singapore,Liked · Very nice staff.. Nice facilities..
Bacau Bay Resort Coron,Ramel, Australia,"Liked · pool and room

Disliked · wifi . poor wifi from 214 room. i need to go to balcony, bar, or lounge area to get a good connection."
Bacau Bay Resort Coron,Olyca, Guam," Liked · We had a wonderful stay at the resort. The staffs are accommodating and friendly. There were tricycles outside the resort so it's easy to go around the town proper. The room is clean with enough space. The food selection is decent and we had a good dining experience. We enjoyed spending the afternoons in the pool area after the tours. The spa experience was also superb. The prices of services and dining are reasonable.

Disliked · Internet connection and even cellphone signal were weak from our room."
Bacau Bay Resort Coron,Erle, India,"Liked · Friendly and professional staff.
General Manager Gilbert with F&B Supervisor Jummel went out of their way to make my wifes birthday celebration a memorable occasion
Not forgetting Matt at the pier bar and the rest of the staff from reception to resturaunts to housekeeping and security.

Disliked · Unstable internet and poor mobile signal.
Management was already in the process of installing a fibre broadband to resolve the internet issue."
Carpe Diem Villas & Resort,Stuart, United Kingdom,"Liked · Clean
Friendly staff
Beautiful villa"
Carpe Diem Villas & Resort,Matteo, United Arab Emirates,Liked · Fantastic place! The owner is very kind and the restaurant is amazing!
Carpe Diem Villas & Resort,Moemi, Japan,"Liked · Everything is great. The room is so clean and pool is also clean, really impressed with owners flexibility.
I studied other hotels too, but absolutely there is 10/10. The food in restaurant is also great.
I would 100% recommend here. Thank you so much for your hospitality."
Carpe Diem Villas & Resort,Barry, United Kingdom,"Liked · The room, restaurant and facilities were very good.
Although appearing to be a little off the beaten track, it was only a short tricycle ride to a major shopping center and beach"
Carpe Diem Villas & Resort,Linda, United Kingdom,"Liked · We loved absolutely everything about this property. The rooms are beautiful and well equipped with fridge, kettle and complimentary water, tea, coffee and toiletries. The pool is perfect and each room has its own terrace with chairs and your own steps down into the pool. Food can be served in the room or in the restaurant. The surroundings are equally beautiful with paths through lush vegetation and statues. We really enjoyed staying here and wished we could have stayed longer. The staff were lovely too, very friendly and helpful and were fab at organising transport for us, and also chased when the bus was late because the driver forgot to pick us up - all resolved quickly by the receptionist without us saying a word!"
Carpe Diem Villas & Resort,Grzegorz, Poland,"Liked · Quality here is outstanding.
Everything is done so beautiful that people do here lot of selfies. Really big rooms, huge bedroom, there is everything even umbrellas in the room. Look like 6-star hotel, not even 5.

Disliked · Cold water.
I told it to the staff, I told it to reception lady, nobody wanted to help me, even they havnt check the room."
Carpe Diem Villas & Resort,Marc, Ireland,"Liked · Had a lovely stay at Carpe Diem. Super clean throughout and staff were amazing. Its in a very peaceful location, approx 10 minutes ride from the centre and a few minutes walk to some nice cafes and street food stalls."
Carpe Diem Villas & Resort,Per, Norway,"Liked · Stylish, chic, beautiful spacious rooms, extremely accommodating and friendly staff. We needed numerous adjustments and help because of flight cancellations. Nothing was beyond the helpful staff to assist. Highly recommended!"
Carpe Diem Villas & Resort,Lenard, Philippines,"Liked · Its new, clean, beautifully designed and peaceful, with a great pool, delightful service and good food. What a delightful surprise."
Carpe Diem Villas & Resort,Gerard, United Kingdom,"Liked · Room opening on to the pool, welcoming, helpfull & attentive staff. Créme brulée was exceptional. Food generally fab."
Carpe Diem Villas & Resort,Nicole, Germany,"Liked · It's a newly Hotel in Bali Style. Great pool, big rooms!! And the hotel staff is friendly and support you in. Everything. I haven't eaten in the restaurant, so no opinion about the food, but the breakfast was great!!"
Carpe Diem Villas & Resort,Oriana, Ireland,"Liked · the spacious rooms and the pool was warm

Disliked · the shower water wasnt very warm"
Carpe Diem Villas & Resort,John, Australia," Liked · The staff were very friendly and helpful. The receptionist was very welcoming, the chef Anemelle was very accommodating and prepared wonderful meals each night. Siabham waited on us and attended to our every need with great friendliness and attention to detail. Christelle joined in making us feel welcome!
The bed and the pillows were very comfortable and the swimming pool is directly outside each room

Disliked · I had to adjust to the cold shower but it was ok given the hot weather"
Carpe Diem Villas & Resort,Tracie, Australia,Liked · Beautiful modern clean rooms with a gorgeous hot shower and huge bed. The owners and staff are all very friendly and helpful. Would highly recommend ?
Carpe Diem Villas & Resort,Lee, United States of America,"Liked · Amazing facilities, beautifully decorated, they really spent a lot of time with the details to make it a very luxurious experience. We had a unit with a deep bathtub and it was so nice to soak after a hot Philippines day. The decor is beautifully arranged, the pool is immaculate, the service is exceptional and the staff are so friendly and helpful even more than average Philippines. I can't give enough praise for this place. I will definitely return here if and when we visit Palawan.

Disliked · I thought the price for the bathtub was a little high but it doesn't take away from the experience."
Carpe Diem Villas & Resort,Paul, Philippines,"Liked · Great staff, nice & quiet. Direct access to the pool"
Carpe Diem Villas & Resort,Boccadoro, Singapore,"Liked · Very Charming hotel. All the staff, including chambermaids, was very kind and helpful in any situation. Large and comfortable room with spacious bathroom and shower. The breakfast was simple but good. Didn't try the restaurant.

Disliked · It is quite far from everything so you have to use always tricycle"
Carpe Diem Villas & Resort,Veller, Bulgaria,"Liked · The staff are super friendly and helpful, the restaurant is not too bad, the garden is nice and so are the rooms, clean and quite pretty. The swimming pool and the pool bar looked nice.

Disliked · In just one night there wasn't anything to dislike, the whole resort was pleasant, I just can't imagine spending days there, cause there is nothing around, but it could be that I just missed whatever was to see because we were in a hurry ???????"
Carpe Diem Villas & Resort,Samik, Japan,"Liked · The rooms are great, large and thoughtfully designed

Disliked · The location in booking dot com is not correct. It is atleast 200 mts more inside."
Carpe Diem Villas & Resort,Amalina, Singapore,"Liked · They decorated the room beyond my expectations without any extra charge. Clean room too. Staff are friendly and extremely helpful to our needs. Was greeted by the owner upon checkedin. Nice lady.

Disliked · No space for luggage storage. Quite ulu location. Villa also has no light at the paveway at night.. so its very dark to go to our room. The safety and security of the villa also seems doubtful as theres no gates.. just open concept which seems easy for anyone to break in."
Lagun Hotel,Maria, United Kingdom,"Liked · Exceptional stay!
Wonderful staff, particularly Girlie on reception who very kindly arranged for housekeeping & the restaurant to surprise my partner for his birthday!
The towel display on arrival for our anniversary was amazing & the following day for my partners birthday was incredible!
The restaurant staff were very attentive & surprised my partner with a birthday cake & everyone in the restaurant sang Happy birthday!
Great location 10 minute walk from the centre!
Lovely rooftop pool with nice view!
One of the best breakfasts, weve had in 4 months of travelling through Asia staying just at hotels along the way (Shocked at the low scores as the buffet was super)
10-Oct

Disliked · 5000 deposit on arrival is a tiny bit excessive, but only a very small thing & wasnt a big issue as we loved El Nido & Lagun Hotel!"
Lagun Hotel,Brian, Australia,"Liked · Location was good, staff were very friendly and pool was great.

Disliked · Breakfast would be my only complaint. Not much variety."
Lagun Hotel,Zec, France,"Liked · gréât location - less than 10 min walk to the city of El Nido in an area relatively calm - spectacular view of the cliff from the premium rooms and from the rooftop pool

Disliked · maybe a little too much music from the bar across the street but the windows are well
insulated"
Lagun Hotel,Gabbie, United Kingdom,"Liked · Amazing hospitality from the staff, very grateful for the warm welcome and for the level of service throughout my familys 4-night stay."
Lagun Hotel,Georgie, United Kingdom,"Liked · the pool was great, amazing location walking distance to everything. staff were super helpful with everything. the rooms were clean, pretty basic but have smart tv and kettle. great value for money especially location wise

Disliked · the WiFi was super bad but there was power outs and the hotel was running on generators so that can be forgiven.
our dry cleaning wasnt great
there was a bad smell coming from the drains"
Lagun Hotel,Vicky, Australia,"Liked · the staff were warm friendly caring and made us feel welcome and looked after very well. The room was comfy and very clean.

Disliked · the bathroom was a little small but still very functional.
The food orders took a very long time to come, and many advertised meals on the menu were not available."
Lagun Hotel,Elizabeth, Philippines,"Liked · Ms.Bambi, the hotel manager, was very corteous and her kindness was overwhelming. I will definitely go back to this hotel. The staff were accomodating 24/7, our room was always cleaned after our tours, and the breakfast was amazing. I just hope they have more filipino food for breakfast like corned beef, hotdogs. I think they prioritized catering to international cuisines since majority of the guests were foreigners."
Lagun Hotel,, Australia,"Liked · Lovely staff, comfy bed, good breakfast, walking distance to town but far enough from the hustle and bustle.

Disliked · There was an constant banging noise coming from upstairs somewhere that went all day and all night keeping us awake for the first few days. No idea what it was but it was much more peaceful once it finally stopped!"
Lagun Hotel,Ronald, United States of America,"Liked · interior decor, location, friendly Staff, cleanliness

Disliked · food selection"
Lagun Hotel,Kristine, Philippines,"Liked · the location is perfect. just walking distance from the busy center but perfect for relaxing and quiet area. The property is very modern. The lobby is really cozy compared to other similar sized hotels. The interiors are very modern and instagramable! It is clean and the staff are all so friendly and accommodating. i highly recommend this hotel.

Disliked · they should add more lights around the pool at night, since the pool itself has no underwater lights."
Lagun Hotel,Julie, Hong Kong,Liked · All excellent
Lagun Hotel,Julie, Hong Kong,"Liked · very clear, super service, staff nice, breakfast good, we will definitely come back staff in this hotel"
Lagun Hotel,Amir, Israel,Liked · We realy enjoyed an excellent breakfast. The best fluffy omlet in town. The staff was very helpfull and warm.
Lagun Hotel,Hector, United States of America,Liked · Everything friendly staff & foods
Lagun Hotel,Milan, United States of America,"Liked · loved the pool, breakfast daily, location in regards to the things we visited on the island, and how they assisted with a lot of additional things (like airport transfer, day trip to another part of island)

Disliked · wish there was a view of the water, the deposit when checking in isnt so pricey."
Lagun Hotel,Fearghal, Ireland,"Liked · Lovely view from pool, nice staff and rooms.

Disliked · Breakfast not great and wakened by roosters all night (not hotels fault)!"
Lagun Hotel,Nico, Philippines,"Liked · location and staff

Disliked · slow internet with the limitation of access"
Lagun Hotel,Vanessa, Qatar,"Liked · Close to town for shops and restaurants, but not close enough to hear all the noise. The beds were very comfortable too.

Disliked · The breakfast doesn't really cater for vegetarians and there wasn't enough fruit."
Lagun Hotel,Kai, China,"Liked · The breakfast was decent and fresh. Staff are nice and welcoming. They helped us booked TourABCD with a pretty good deal.

Disliked · We got food poisoned from the Hotel restaurant because of the green beans which were not cooked well. The hotel did not give us the refund because they said we have no proof and manager was on leave."
Lagun Hotel,Ana, Germany,"Liked · the location was perfect, the room was spacious, the staff was always friendly, they made extra effort to serve us granola and soy milk for breakfast (since we're vegan), loved the pool

Disliked · it's noisy at night, only 2 fruits for one week at the breakfast buffet (if you're vegan it tends to get boring), the housekeeping forgot 90% of our stay to provide us with fresh towels, or toilet paper or to fill up our shower gel dispenser."
Tag Resort,Serge, Democratic Republic of the Congo,"Liked · The staffs were extremely kind, they arranged for our tours as well as city visit. The swimming pool was breathtaking as well as the food and drinks!
The place deserves more light on this platform as we came across it by luck, yet it is really gorgeous."
Tag Resort,Mary, Philippines,Liked · It is worth every penny! The staff were hospitable plus the facilities are good.
Tag Resort,Santa, Norway,"Liked · Food, location, staff, rooms and area was really,really nice!"
Tag Resort,Claudine, United Kingdom,"Liked · The aesthetic and design of the entire resort was lovely and comfortable, specially the swimming pool. The standard double room was decent enough for 4 people. The staff were extremely friendly, helpful and professional. Great TAG cocktails, and there's a Starbucks café! What more could you ask for?

Disliked · The dishes at the restaurant need some improvement, but the breakfast is good enough. The doors of the rooms could do with some additional barriers/excluders against bugs."
Tag Resort,Czarina, Philippines,"Liked · Everything! Their location (near airport), facilities, clean room, great food and very accommodating staffs. If youre reading and still undecided. This is your sign to check-in here! ??"
Tag Resort,Kurt, Australia,Liked · Hotel is beautiful and well laid out - photos don't do it justice. Staff were fantastic - we had our flights canceled repeatedly and the staff were hospitable and very helpful in getting us resettled in a different room. Portions from the menu are huge.
Tag Resort,Andrea, Australia,"Liked · Location
Room with pool access and view
Breakfast is good and convenient
Bed is big and good pillows!
Staff are nice and helpful
Housekeeping is really clean and quick on requests
Fresh towels on request!

Disliked · Bugs outside and inside the pool! The red wormy ones!"
Tag Resort,Irena, Israel,"Liked · Tbis is a big resort in.a very quite area
The rooms are big and comfortable and the stuff is very helpful and kind.
Great place to relax."
Tag Resort,Rose, United States of America,"Liked · I like the vibe of the resort esp at night.
Egg station was great.
Resort was clean and staff are all friendly and courteous.
Easy to arrange tours and massage.
Pool temp was good.

Disliked · I hope they can control bugs better."
Tag Resort,Theresa, United States of America,"Liked · The hotel was beautiful and exceptionally clean just like the rooms were. The beds were so comfortable and the rooms were spacious. Bathrooms were great, too!

Disliked · Maybe add a gym?"
Tag Resort,Alma, Philippines,"Liked · The rooms were good

Disliked · Rooms are great! We stayed on the villa with pool access. But considering their 4star, Customer service is not great, staff are not very friendly and welcoming specially at the reception/front desk. Been raining the whole time we were there, and requested for umbrella as its a sprawling villa style resort but never received one. Service not so great, breakfast is basically just the same everyday. Kinda a downwr if tour staying more than days- we stayed for 4 days"
Tag Resort,Burgess, Bermuda,Liked · Every thing
Tag Resort,Bruno, France,"Liked · Very nice facilities, beautiful pools and surrounding accommodations. Large rooms (Tadhana), very comfortable. Good breakfast full of choices and the resort is very close to Coron town."
Tag Resort,Mihály, United Arab Emirates,"Liked · Our stay at this hotel was truly enjoyable. The view provided was stunning, and the hotel's location outside the city ensured a peaceful and quiet environment. The overall atmosphere was both awesome and relaxing, making us feel as if we were in a paradise-like setting. Additionally, the staff members were extremely friendly and helpful, further enhancing our experience. It was a wonderful stay overall."
Tag Resort,Mohammed, Saudi Arabia,Liked · everything and all of the staff:)
Tag Resort,Malou, Netherlands,"Liked · room and pool

Disliked · music in the dining was a bit loud"
Tag Resort,Alyssa, Canada,"Liked · Location, value for money and the excellent service from the staff

Disliked · a bit overpriced food and drinks but the signature drinks are really good!"
Tag Resort,Krencelou, Australia,"Liked · Wonderful staff (really kind and helpful), beautiful place (loving their pool area and room is clean and looks new). The location is in between airport and city proper so just right. Whenever it gets rainy at night, you need not go elsewhere for dinner as their restaurant serves good food and also there is entertainment (a band or fire dance).
If you need to go to town proper, just request the reception for a tricycle and they will gladly call for you.
Their partner tour company, Bathala, took care of our two tours for 2 days and we super enjoyed it, even with a toddler (they were super caring and lovely with my daughter).

Disliked · They can get busy especially when there is a bit of crowd checking in or checking out so if you have a bit of things with you (ie multiple luggages), especially during check out, request in advance assistance to carry stuff to lobby. But if a staff sees you carrying luggage, guaranteed they will assist you."
Tag Resort,Vishal, United Kingdom,"Liked · Really nice room and facilities.
The staff were really friendly and super helpful.
It was great to have a really nice bathroom and hot shower which we didn't always get in other locations in Phili.
The location is great too as it is close enough to the town but distant enough to feel secluded.

Disliked · The amount of bugs leading up to the room but that just comes with the location so it is not really the hotel's fault."
Tag Resort,Aileen, Australia,"Liked · Tha ambience and staff. The room, everything."
,,,
, ,,
,  ,,
Seda Lio,Nathan, United Kingdom,Liked · Perfect location private beach. There are other restaurants close by up the beach if you want to try other places as well as the hotel restaurant. We stayed for a special occasion and had the private meal on the beach in an evening and it didnt disappoint! The staff are so friendly and happy to help with anything you need. Perfect place to relax
Seda Lio,Ricardo, Philippines,Disliked · Crushed coconut. Egg station
