Hotel Name,Address,Barangay,City / Town,Province,Amenities, Price Range ,Available Rooms,Other Data,Reviews,Author,Country,Review
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Shagorika, United Kingdom,"Liked Â· Wonderful staff, so helpful especially when my partner felt unwell. Lovely food and gorgeous end of pier bar setting that had fantastic views of the sunset. Had a massage also which was great value for money and very relaxing. Wonderful stay."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Maria, United States of America,Liked Â· Excellent breakfast. Friendly and courteous staff. Hotel is clean and well maintained.
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Viktor, Netherlands,"Liked Â· Everything amazing
Thought of everything we need

Disliked Â· In some rooms you can hear roosters screaming from early morning"
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Neranjana, United States of America,"Liked Â· Facilities were clean and their food was very good.

Disliked Â· Staff was not as friendly and very slow to respond."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Virnaliz, United Kingdom,"Liked Â· We were welcomed by nice staff with welcome drinks. For free breakfast, thereÂs variety of options (i recommend that you try PANDESAL-the best filipino bread). The room that we had was huge with very comfortable beds and loads of pillows, and the bathroom was also a good size and has great power of shower. The amenities are lovely, thereÂs a bar near the sea/pier (bacauÂs own pier) where you can watch sunset. In the afternoon, they provide all the guests with cookies/simple delights with a card from the owner. Overall, it was a short but sweet and lovely stay. My partner and i had a wonderful time! I would definetely recommend Bacau Bay to my relatives and friends, one of the best resorts iÂve been! Thank you to all the staff!!"
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Maria, Philippines,"Liked Â· There was a good variety and taste of food in the breakfast buffet.

Disliked Â· I wish the juices at the breakfast buffet were fresh, instead of canned."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Jill, United States of America,"Liked Â· Nice grounds with dock over water. Rooms were large with plenty of space and well decorated.

Disliked Â· The restaurant for dinner was a bit slow. Could have been the holiday season."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Mariano, United States of America,"Liked Â· The staffs were very helpful and always cheerful. Great resort and facilities!

Disliked Â· The restaurant service is very slow. But i guess generally in Coron, they really take their time in preparing the food."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Mariella, Philippines," Liked Â· we liked the design layout, the cleanliness of our room, and the fact that it had a private dockÂ

Disliked Â· it didnÂt have a beach."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Thao, United Kingdom,"Liked Â· The staffs are above and beyond!!!
The places are spotlessly cleans. You can see the staffs everywhere working constantly to take care of the resort and guests. There are lots of facilities. The garden is very lovely. Room is spacious with comfy beds.

Disliked Â· breakfast was a bit disappointed"
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,John, Philippines," Liked Â· The food, the cleanliness of rooms, the friendly staff, and access to tours.

Disliked Â· Everything is good except the internet connection, in our room it keeps disconnecting every 15-30mins."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Helen, United Kingdom,"Liked Â· Excellent hotel - the staff were so friendly and happy to help, the rooms were comfortable and clean with nice touches left by house keeping each day, and the swimming pool area was wonderful. The buffet breakfast was also fantastic, excellent chefs. Thoroughly recommend.

Disliked Â· The wifi in the room was pretty slow/non-existent at times. Other than that, can't fault this place."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,John, Philippines,Liked Â· great staff
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Teoman, Singapore,Liked Â· Very nice staff.. Nice facilities..
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Ramel, Australia,"Liked Â· pool and room

Disliked Â· wifi . poor wifi from 214 room. i need to go to balcony, bar, or lounge area to get a good connection."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Olyca, Guam," Liked Â· We had a wonderful stay at the resort. The staffs are accommodating and friendly. There were tricycles outside the resort so it's easy to go around the town proper. The room is clean with enough space. The food selection is decent and we had a good dining experience. We enjoyed spending the afternoons in the pool area after the tours. The spa experience was also superb. The prices of services and dining are reasonable.

Disliked Â· Internet connection and even cellphone signal were weak from our room."
Bacau Bay Resort Coron,"Governor's Drive, Sitio Jolo, Poblacion 5, Palawan, 5316 Coron, Philippines ",Barangay V,Coron,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Fitness center
Restaurant
Tea/Coffee Maker in All Rooms
Bar
Good Breakfast","6,885.00",79,"Land and Air transfers
Non-smoking rooms",363,Erle, India,"Liked Â· Friendly and professional staff.
General Manager Gilbert with F&B Supervisor Jummel went out of their way to make my wifes birthday celebration a memorable occasion
Not forgetting Matt at the pier bar and the rest of the staff from reception to resturaunts to housekeeping and security.

Disliked Â· Unstable internet and poor mobile signal.
Management was already in the process of installing a fibre broadband to resolve the internet issue."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Stuart, United Kingdom,"Liked Â· Clean
Friendly staff
Beautiful villa"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Matteo, United Arab Emirates,Liked Â· Fantastic place! The owner is very kind and the restaurant is amazing!
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Moemi, Japan,"Liked Â· Everything is great. The room is so clean and pool is also clean, really impressed with ownerÂs flexibility.
I studied other hotels too, but absolutely there is 10/10. The food in restaurant is also great.
I would 100% recommend here. Thank you so much for your hospitality."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Barry, United Kingdom,"Liked Â· The room, restaurant and facilities were very good.
Although appearing to be a little off the beaten track, it was only a short tricycle ride to a major shopping center and beach"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Linda, United Kingdom,"Liked Â· We loved absolutely everything about this property. The rooms are beautiful and well equipped with fridge, kettle and complimentary water, tea, coffee and toiletries. The pool is perfect and each room has its own terrace with chairs and your own steps down into the pool. Food can be served in the room or in the restaurant. The surroundings are equally beautiful with paths through lush vegetation and statues. We really enjoyed staying here and wished we could have stayed longer. The staff were lovely too, very friendly and helpful and were fab at organising transport for us, and also chased when the bus was late because the driver forgot to pick us up - all resolved quickly by the receptionist without us saying a word!"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Grzegorz, Poland,"Liked Â· Quality here is outstanding.
Everything is done so beautiful that people do here lot of selfies. Really big rooms, huge bedroom, there is everything even umbrellas in the room. Look like 6-star hotel, not even 5.

Disliked Â· Cold water.
I told it to the staff, I told it to reception lady, nobody wanted to help me, even they havnt check the room."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Marc, Ireland,"Liked Â· Had a lovely stay at Carpe Diem. Super clean throughout and staff were amazing. ItÂs in a very peaceful location, approx 10 minutes ride from the centre and a few minutes walk to some nice cafes and street food stalls."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Per, Norway,"Liked Â· Stylish, chic, beautiful spacious rooms, extremely accommodating and friendly staff. We needed numerous adjustments and help because of flight cancellations. Nothing was beyond the helpful staff to assist. Highly recommended!"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Lenard, Philippines,"Liked Â· ItÂs new, clean, beautifully designed and peaceful, with a great pool, delightful service and good food. What a delightful surprise."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Gerard, United Kingdom,"Liked Â· Room opening on to the pool, welcoming, helpfull & attentive staff. CrÃ©me brulÃ©e was exceptional. Food generally fab."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Nicole, Germany,"Liked Â· It's a newly Hotel in Bali Style. Great pool, big rooms!! And the hotel staff is friendly and support you in. Everything. I haven't eaten in the restaurant, so no opinion about the food, but the breakfast was great!!"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Oriana, Ireland,"Liked Â· the spacious rooms and the pool was warm

Disliked Â· the shower water wasnÂt very warm"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,John, Australia," Liked Â· The staff were very friendly and helpful. The receptionist was very welcoming, the chef Anemelle was very accommodating and prepared wonderful meals each night. Siabham waited on us and attended to our every need with great friendliness and attention to detail. Christelle joined in making us feel welcome!
The bed and the pillows were very comfortable and the swimming pool is directly outside each room

Disliked Â· I had to adjust to the cold shower but it was ok given the hot weather"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Tracie, Australia,Liked Â· Beautiful modern clean rooms with a gorgeous hot shower and huge bed. The owners and staff are all very friendly and helpful. Would highly recommend ?
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Lee, United States of America,"Liked Â· Amazing facilities, beautifully decorated, they really spent a lot of time with the details to make it a very luxurious experience. We had a unit with a deep bathtub and it was so nice to soak after a hot Philippines day. The decor is beautifully arranged, the pool is immaculate, the service is exceptional and the staff are so friendly and helpful even more than average Philippines. I can't give enough praise for this place. I will definitely return here if and when we visit Palawan.

Disliked Â· I thought the price for the bathtub was a little high but it doesn't take away from the experience."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Paul, Philippines,"Liked Â· Great staff, nice & quiet. Direct access to the pool"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Boccadoro, Singapore,"Liked Â· Very Charming hotel. All the staff, including chambermaids, was very kind and helpful in any situation. Large and comfortable room with spacious bathroom and shower. The breakfast was simple but good. Didn't try the restaurant.

Disliked Â· It is quite far from everything so you have to use always tricycle"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Veller, Bulgaria,"Liked Â· The staff are super friendly and helpful, the restaurant is not too bad, the garden is nice and so are the rooms, clean and quite pretty. The swimming pool and the pool bar looked nice.

Disliked Â· In just one night there wasn't anything to dislike, the whole resort was pleasant, I just can't imagine spending days there, cause there is nothing around, but it could be that I just missed whatever was to see because we were in a hurry ???????"
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Samik, Japan,"Liked Â· The rooms are great, large and thoughtfully designed

Disliked Â· The location in booking dot com is not correct. It is atleast 200 mts more inside."
Carpe Diem Villas & Resort,"F. Ponce de Leon Road, 5300 Puerto Princesa, Philippines",San Pedro,Puerto Princesa,Palawan,"Outdoor swimming pool
Airport shuttle
Non-smoking rooms
Spa
Room service
Restaurant
Free parking
Free WiFi
Bar
Breakfast","5,100.00",11,"Land and Air transfers
Non-smoking rooms
Newly Opened",54,Amalina, Singapore,"Liked Â· They decorated the room beyond my expectations without any extra charge. Clean room too. Staff are friendly and extremely helpful to our needs. Was greeted by the owner upon checkedin. Nice lady.

Disliked Â· No space for luggage storage. Quite ulu location. Villa also has no light at the paveway at night.. so itÂs very dark to go to our room. The safety and security of the villa also seems doubtful as thereÂs no gates.. just open concept which seems easy for anyone to break in."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Maria, United Kingdom,"Liked Â· Exceptional stay!
Wonderful staff, particularly Girlie on reception who very kindly arranged for housekeeping & the restaurant to surprise my partner for his birthday!
The towel display on arrival for our anniversary was amazing & the following day for my partners birthday was incredible!
The restaurant staff were very attentive & surprised my partner with a birthday cake & everyone in the restaurant sang Happy birthday!
Great location 10 minute walk from the centre!
Lovely rooftop pool with nice view!
One of the best breakfasts, weÂve had in 4 months of travelling through Asia staying just at hotels along the way (Shocked at the low scores as the buffet was super)
10-Oct

Disliked Â· 5000 deposit on arrival is a tiny bit excessive, but only a very small thing & wasnÂt a big issue as we loved El Nido & Lagun Hotel!"
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Brian, Australia,"Liked Â· Location was good, staff were very friendly and pool was great.

Disliked Â· Breakfast would be my only complaint. Not much variety."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Zec, France,"Liked Â· grÃ©Ã¢t location - less than 10 min walk to the city of El Nido in an area relatively calm - spectacular view of the cliff from the premium rooms and from the rooftop pool

Disliked Â· maybe a little too much music from the bar across the street but the windows are well
insulated"
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Gabbie, United Kingdom,"Liked Â· Amazing hospitality from the staff, very grateful for the warm welcome and for the level of service throughout my familyÂs 4-night stay."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Georgie, United Kingdom,"Liked Â· the pool was great, amazing location walking distance to everything. staff were super helpful with everything. the rooms were clean, pretty basic but have smart tv and kettle. great value for money especially location wise

Disliked Â· the WiFi was super bad but there was power outs and the hotel was running on generators so that can be forgiven.
our dry cleaning wasnÂt great
there was a bad smell coming from the drains"
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Vicky, Australia,"Liked Â· the staff were warm friendly caring and made us feel welcome and looked after very well. The room was comfy and very clean.

Disliked Â· the bathroom was a little small but still very functional.
The food orders took a very long time to come, and many advertised meals on the menu were not available."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Elizabeth, Philippines,"Liked Â· Ms.Bambi, the hotel manager, was very corteous and her kindness was overwhelming. I will definitely go back to this hotel. The staff were accomodating 24/7, our room was always cleaned after our tours, and the breakfast was amazing. I just hope they have more filipino food for breakfast like corned beef, hotdogs. I think they prioritized catering to international cuisines since majority of the guests were foreigners."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Ronald, United States of America,"Liked Â· interior decor, location, friendly Staff, cleanliness

Disliked Â· food selection"
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Kristine, Philippines,"Liked Â· the location is perfect. just walking distance from the busy center but perfect for relaxing and quiet area. The property is very modern. The lobby is really cozy compared to other similar sized hotels. The interiors are very modern and instagramable! It is clean and the staff are all so friendly and accommodating. i highly recommend this hotel.

Disliked Â· they should add more lights around the pool at night, since the pool itself has no underwater lights."
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Julie, Hong Kong,Liked Â· All excellent
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Julie, Hong Kong,"Liked Â· very clear, super service, staff nice, breakfast good, we will definitely come back staff in this hotel"
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Amir, Israel,Liked Â· We realy enjoyed an excellent breakfast. The best fluffy omlet in town. The staff was very helpfull and warm.
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Hector, United States of America,Liked Â· Everything friendly staff & foods
Lagun Hotel,"Balinsasayaw Road, Barangay Maligaya, National Highway, Palawan, 5313 El Nido, Philippines",Maligaya,El Nido,Palawan,"Outdoor swimming pool
Airport shuttle
Free parking
Room service
Restaurant
Facilities for disabled guests
Free WiFi
Spa
Bar","4,786.00",37,"Land and Air transfers
Non-smoking rooms",255,Milan, United States of America,"Liked Â· loved the pool, breakfast daily, location in regards to the things we visited on the island, and how they assisted with a lot of additional things (like airport transfer, day trip to another part of island)

Disliked Â· wish there was a view of the water, the deposit when checking in isnÂt so pricey."
